id_org,long,lat,type,id,coordinate
V6380E0,121.56794,25.04716,vd,278,"25.04716,121.56794"
V7010A0,121.56738999999999,25.04624,vd,279,"25.04624,121.56738999999999"
V7230E0,121.56987,25.053,vd,280,"25.053,121.56987"
V7HMH00,121.54602,25.133329999999997,vd,281,"25.133329999999997,121.54602"
V7JCE40,121.49556000000001,25.133110000000002,vd,282,"25.133110000000002,121.49556000000001"
V8001H0,121.50466999999999,25.08703,vd,283,"25.08703,121.50466999999999"
V8001H1,121.50299999999999,25.08876,vd,284,"25.08876,121.50299999999999"
V8001H2,121.50245,25.08983,vd,285,"25.08983,121.50245"
V8010A1,121.49951999999999,25.0922,vd,286,"25.0922,121.49951999999999"
V8010A2,121.49753999999999,25.09666,vd,287,"25.09666,121.49753999999999"
V8020A0,121.49908,25.10116,vd,288,"25.10116,121.49908"
V8030A0,121.49908,25.10524,vd,289,"25.10524,121.49908"
V8040A0,121.49861999999999,25.1114,vd,290,"25.1114,121.49861999999999"
V8040A1,121.49991999999999,25.11656,vd,291,"25.11656,121.49991999999999"
V8050A0,121.49955,25.1214,vd,292,"25.1214,121.49955"
V8220E0,121.49983,25.11907,vd,293,"25.11907,121.49983"
V8220E1,121.49925,25.11435,vd,294,"25.11435,121.49925"
V8220E2,121.49843999999999,25.11139,vd,295,"25.11139,121.49843999999999"
V8230E1,121.49873000000001,25.105829999999997,vd,296,"25.105829999999997,121.49873000000001"
V8240E0,121.49888,25.10216,vd,297,"25.10216,121.49888"
V8250E0,121.49752,25.09763,vd,298,"25.09763,121.49752"
V8250E1,121.49925,25.09219,vd,299,"25.09219,121.49925"
V8260E0,121.50214,25.08935,vd,300,"25.08935,121.50214"
V9010A0,121.57976000000001,25.00348,vd,301,"25.00348,121.57976000000001"
V9030A2,121.57951000000001,25.01701,vd,302,"25.01701,121.57951000000001"
V9040A0,121.57775,25.0219,vd,303,"25.0219,121.57775"
V9050A0,121.57623999999998,25.02458,vd,304,"25.02458,121.57623999999998"
V9060A0,121.57208999999999,25.03161,vd,305,"25.03161,121.57208999999999"
V9201A0,121.57297,25.03319,vd,306,"25.03319,121.57297"
V9211A0,121.56988,25.03229,vd,307,"25.03229,121.56988"
V9230A1,121.57123,25.02872,vd,308,"25.02872,121.57123"
V9240A0,121.57648,25.02205,vd,309,"25.02205,121.57648"
V9250A2,121.57857,25.01618,vd,310,"25.01618,121.57857"
V9260A0,121.58068999999999,25.008470000000003,vd,311,"25.008470000000003,121.58068999999999"
V9FKW40,121.53832,25.17386,vd,312,"25.17386,121.53832"
V9FLB00,121.54098,25.167839999999998,vd,313,"25.167839999999998,121.54098"
V9HKV40,121.53336000000002,25.17739,vd,314,"25.17739,121.53336000000002"
V9IJV70,121.53515,25.16982,vd,315,"25.16982,121.53515"
VACTV20,121.57513999999999,24.9993,vd,316,"24.9993,121.57513999999999"
VAGPE40,121.55241000000001,24.9975,vd,317,"24.9975,121.55241000000001"
VAWVC20,121.58202,25.00244,vd,318,"25.00244,121.58202"
VB5PL40,121.55742,25.00519,vd,319,"25.00519,121.55742"
VB5PL60,121.55799999999999,25.00855,vd,320,"25.00855,121.55799999999999"
VB9L800,121.53846000000001,25.003020000000003,vd,321,"25.003020000000003,121.53846000000001"
VBWQ840,121.55511000000001,25.0119,vd,322,"25.0119,121.55511000000001"
VCCKW00,121.53883,25.00655,vd,323,"25.00655,121.53883"
VCNKM20,121.53618999999999,25.01139,vd,324,"25.01139,121.53618999999999"
VCPKT00,121.53891000000002,25.01275,vd,325,"25.01275,121.53891000000002"
VCPKT40,121.53923,25.013479999999998,vd,326,"25.013479999999998,121.53923"
VCPKT41,121.53368,25.01549,vd,327,"25.01549,121.53368"
VCZLY20,121.54251000000001,25.01582,vd,328,"25.01582,121.54251000000001"
VDENZ00,121.55462,25.01285,vd,329,"25.01285,121.55462"
VDKJT00,121.53102,25.01416,vd,330,"25.01416,121.53102"
VDTJT00,121.53397,25.013939999999998,vd,331,"25.013939999999998,121.53397"
VDTJW00,121.53633,25.01286,vd,332,"25.01286,121.53633"
VDYN960,121.54955,25.016379999999998,vd,333,"25.016379999999998,121.54955"
VE4A420,121.60186000000002,25.05355,vd,334,"25.05355,121.60186000000002"
VE7GH40,121.52448999999999,25.02049,vd,335,"25.02049,121.52448999999999"
VEFM0C0,121.54833,25.02083,vd,336,"25.02083,121.54833"
VEFMN20,121.54658,25.019579999999998,vd,337,"25.019579999999998,121.54658"
VEFMN40,121.54543999999999,25.0187,vd,338,"25.0187,121.54543999999999"
VEFMN60,121.54836,25.016379999999998,vd,339,"25.016379999999998,121.54836"
VEGCQ00,121.49686000000001,25.018639999999998,vd,340,"25.018639999999998,121.49686000000001"
VELJA00,121.53023999999999,25.01902,vd,341,"25.01902,121.53023999999999"
VENCU40,121.49778,25.020129999999998,vd,342,"25.020129999999998,121.49778"
VEUPN60,121.55783999999998,25.01922,vd,343,"25.01922,121.55783999999998"
VEVIV40,121.52708,25.02166,vd,344,"25.02166,121.52708"
VEWM500,121.5433,25.02346,vd,345,"25.02346,121.5433"
VEWM560,121.545,25.02038,vd,346,"25.02038,121.545"
VEWN0C0,121.54833,25.02083,vd,347,"25.02083,121.54833"
VEZPT20,121.55465,25.022070000000003,vd,348,"25.022070000000003,121.55465"
VF9KB00,121.53327,25.0181,vd,349,"25.0181,121.53327"
VF9KB20,121.53255,25.021910000000002,vd,350,"25.021910000000002,121.53255"
VF9KB60,121.53258000000001,25.022679999999998,vd,351,"25.022679999999998,121.53258000000001"
VF9KW60,121.53925,25.0213,vd,352,"25.0213,121.53925"
VF9M500,121.54913,25.091820000000002,vd,353,"25.091820000000002,121.54913"
VF9NH00,121.55082,25.02348,vd,354,"25.02348,121.55082"
VFDGP01,121.51673000000001,25.02165,vd,355,"25.02165,121.51673000000001"
VFNN700,121.54829,25.024820000000002,vd,356,"25.024820000000002,121.54829"
VFNNH40,121.51332,25.11445,vd,357,"25.11445,121.51332"
VFPMQ20,121.54666,25.024620000000002,vd,358,"25.024620000000002,121.54666"
VFQM660,121.54427,25.02479,vd,359,"25.02479,121.54427"
